ds,yhat,yhat_lower,yhat_upper,y,Data Type,Sales Value
2014-02-16,516.6917110452572,-2221.375299715644,3229.7079656441992,9.04,Actual,9.04
2014-02-17,641.8055353584597,-2155.581347609492,3431.2561182890204,54.208,Actual,54.208
2014-02-18,34.31985833175015,-2783.4525798308537,2561.5537265470016,37.784,Actual,37.784
2014-02-20,435.4957597339408,-2266.093141855744,2911.2427330009923,95.59,Actual,95.59
2014-02-21,693.4072343616538,-1944.4493210498608,3313.42841659173,8.85,Actual,8.85
2014-02-22,368.0763858247909,-2422.396914694326,3161.995077134442,19.44,Actual,19.44
2014-02-23,568.9889977719455,-2126.1981390575124,3296.02661087825,11.364,Actual,11.364
2014-02-24,769.66596751961,-1953.4018198777799,3311.1617793228984,55.672,Actual,55.672
2014-02-27,785.3469131859338,-1664.7148265095016,3641.002579620922,19.456,Actual,19.456
2014-03-01,848.0433361876718,-1992.4753490746423,3868.9440448975824,2203.151,Actual,2203.151
2014-03-02,1104.850633702226,-1831.350712486041,3957.6724477780576,202.384,Actual,202.384
2014-03-03,1353.7735827072033,-1239.6597909726268,4227.187860250275,1345.8919999999998,Actual,1345.8919999999998
2014-03-04,861.0800385708422,-1789.493873541069,3560.13864733728,370.452,Actual,370.452
2014-03-05,287.6013500079847,-2310.2557243979527,3186.096590181576,705.562,Actual,705.562
2014-03-07,1796.1710920814955,-1053.6183275879857,4571.054701411335,1561.062,Actual,1561.062
2014-03-10,2008.8238721675846,-829.2239234748554,4696.768809262298,741.956,Actual,741.956
2014-03-11,1486.43266850998,-1197.3262180002046,4316.932232396904,918.314,Actual,918.314
2014-03-14,2284.441809688074,-401.2648197879575,4804.982261828881,2108.55,Actual,2108.55
2014-03-15,1962.1456429419995,-898.9482359731409,4456.977808704402,370.78200000000004,Actual,370.78200000000004
2014-03-16,2145.3683203681435,-655.4136900653406,4874.9061754427785,471.92,Actual,471.92
2014-03-17,2307.348423771601,-321.7361888121584,4975.389006071751,3960.358,Actual,3960.358
2014-03-18,1715.4242438602291,-810.3207029159323,4360.892806574718,28106.716,Actual,28106.716
2014-03-19,1033.0216875753356,-1550.4102044395333,3702.058951737932,590.762,Actual,590.762
2014-03-21,2305.961774088091,-614.9013159556929,5235.314512717623,4109.816,Actual,4109.816
2014-03-22,1918.3106571171809,-774.4000396122506,4735.835610916693,464.09299999999996,Actual,464.09299999999996
2014-03-23,2040.3096819202563,-734.4253929250993,4719.580402559117,945.064,Actual,945.064
2014-03-24,2145.8908446317573,-724.214911696397,4784.363736987808,65.38,Actual,65.38
2014-03-25,1502.8521898090835,-1137.4411711999153,4210.257370298478,459.146,Actual,459.146
2014-03-26,775.5967004043266,-2076.2147317904223,3361.5382318752568,145.13,Actual,145.13
2014-03-28,1980.8419214587416,-820.658591243202,4728.983453221989,1823.8039999999999,Actual,1823.8039999999999
2014-03-29,1569.7331304720367,-1033.483881415298,4400.281122386134,890.841,Actual,890.841
2014-03-30,1675.8285963854455,-1233.2338118380649,4319.293718590643,1170.3220000000001,Actual,1170.3220000000001
2014-03-31,1772.6522713378665,-877.5622707561932,4490.683930011457,1959.552,Actual,1959.552
2014-04-01,1127.346265858615,-1505.3536684605788,3940.1586133023125,119.88799999999999,Actual,119.88799999999999
2014-04-02,404.1877634463873,-2682.6734432410944,2863.825375445522,1458.558,Actual,1458.558
2014-04-03,1435.247236372708,-1149.9967204278614,3980.166297272185,233.45,Actual,233.45
2014-04-04,1635.7538911699635,-969.163608236225,4623.136932637779,475.844,Actual,475.844
2014-04-05,1244.3379315876366,-1273.4484742138648,4026.4103388602553,5295.098000000001,Actual,5295.098000000001
2014-04-06,1373.9944309690984,-1141.5154318250422,4191.2155262919705,1650.69,Actual,1650.69
2014-04-07,1497.151815418447,-1161.1426187512793,4192.918102567964,1021.1700000000001,Actual,1021.1700000000001
2014-04-08,879.743712715772,-1812.3150998374338,3644.087165705949,1958.75,Actual,1958.75
2014-04-11,1476.1752195378433,-1277.9393681820231,4281.774607908323,1915.24,Actual,1915.24
2014-04-12,1112.3291063786767,-1638.109669638595,3852.8201772214866,1912.123,Actual,1912.123
2014-04-13,1267.9465679731782,-1387.355537735129,4188.747860831597,638.576,Actual,638.576
2014-04-15,817.6777529744247,-1697.7960448030233,3554.1353552521527,294.71999999999997,Actual,294.71999999999997
2014-04-16,140.69972405979587,-2608.4425133916634,2984.5500498890806,39.072,Actual,39.072
2014-04-18,1457.1112556398275,-1190.8049448965796,4024.847442881604,1020.532,Actual,1020.532
2014-04-19,1100.5920423141772,-1582.7730262298428,3858.4207050863893,205.47,Actual,205.47
2014-04-20,1260.5538762694596,-1406.6512782428115,4139.0552059672145,1250.45,Actual,1250.45
2014-04-21,1408.6281095666434,-1278.4374414808958,4208.547812519676,845.36,Actual,845.36
2014-04-22,809.9459614647805,-2034.5142720559402,3558.9182168477514,257.752,Actual,257.752
2014-04-23,128.96610979584412,-2658.2891223506626,2928.708245729622,643.98,Actual,643.98
2014-04-25,1433.6594796221868,-1234.3078502904373,4337.747179459752,2379.9939999999997,Actual,2379.9939999999997
2014-04-26,1069.3190978132288,-1642.1398441648917,3540.2349117245494,282.568,Actual,282.568
2014-04-28,1361.8692037442745,-1383.5502097266942,4155.313480391539,2578.476,Actual,2578.476
2014-04-29,755.937135942784,-1943.1687694511998,3479.844297994254,768.8439999999999,Actual,768.8439999999999
2014-04-30,68.858520903249,-2670.492065760318,2766.7910539327963,1048.74,Actual,1048.74
2014-05-02,1367.7505818346715,-1210.3745280890537,4392.300609233333,506.12,Actual,506.12
2014-05-03,1003.1968630418767,-1729.7965464606496,3659.95791139403,72.632,Actual,72.632
2014-05-04,1157.7239872026257,-1478.2618999624328,3918.756410194229,187.43200000000002,Actual,187.43200000000002
2014-05-05,1303.0836546110143,-1696.8904825051486,3992.9870008102807,260.977,Actual,260.977
2014-05-06,704.220239225493,-1988.580856862358,3426.7314363041064,254.456,Actual,254.456
2014-05-07,26.61418628756213,-2831.3779915968835,2676.9794047403107,1091.35,Actual,1091.35
2014-05-08,1106.3919459453502,-1593.9119997237415,3919.465058769018,1799.97,Actual,1799.97
2014-05-09,1352.3701436063927,-1310.9582329016307,4156.346725739214,394.48,Actual,394.48
2014-05-10,1003.563631435378,-1820.4791121981816,3849.838643505478,2343.799,Actual,2343.799
2014-05-11,1175.494768726525,-1680.7971238712084,3937.021367534778,1642.802,Actual,1642.802
2014-05-12,1339.258771996502,-1593.6848687460908,4060.47515083846,734.846,Actual,734.846
2014-05-13,759.0091340084608,-1928.1774540868685,3601.3934094692245,898.382,Actual,898.382
2014-05-14,100.07917813878781,-2486.411029134415,2803.1065393659987,310.88,Actual,310.88
2014-05-16,1462.874490549757,-1090.7756683449616,4432.625523269765,289.28,Actual,289.28
2014-05-17,1130.3924943053926,-1553.6050958327473,3744.8327518766346,91.68,Actual,91.68
2014-05-18,1317.1828518689656,-1256.1017804318767,4006.9890688480837,948.9480000000001,Actual,948.9480000000001
2014-05-19,1493.7108506711834,-1282.8545868270278,4383.035780989837,91.62,Actual,91.62
2014-05-20,923.4539535461013,-1871.631969579037,3772.2962988165355,320.10400000000004,Actual,320.10400000000004
2014-05-21,271.7969147276474,-2401.26991669937,3108.9318493688993,4264.3279999999995,Actual,4264.3279999999995
2014-05-22,1375.9428655010945,-1421.9030448431315,4200.574457861136,180.93,Actual,180.93
2014-05-23,1641.648179905183,-1056.8060673079046,4458.01712935571,323.75800000000004,Actual,323.75800000000004
2014-05-24,1307.654230373408,-1464.8448982802736,4158.510598206636,116.28,Actual,116.28
2014-05-25,1490.1499311095106,-1072.0672531891892,4241.849561441794,119.53999999999999,Actual,119.53999999999999
2014-05-26,1659.4482361888386,-1355.0472807324556,4428.316628929204,1325.718,Actual,1325.718
2014-05-27,1078.846370692436,-1585.0972329378253,3915.2538329601603,2157.394,Actual,2157.394
2014-05-28,414.28046854379534,-2387.3362811753714,3217.994557535439,221.96800000000002,Actual,221.96800000000002
2014-05-30,1753.2297065958765,-1013.0876559597207,4376.298211757374,1924.913,Actual,1924.913
2014-05-31,1400.8463704880558,-1307.5230705522279,4236.495457842827,773.7,Actual,773.7
2014-06-01,1564.099806632206,-1255.4524852194104,4278.665073422333,5188.5199999999995,Actual,5188.5199999999995
2014-06-02,1713.4791697671237,-1042.8150091863242,4404.944455794074,738.598,Actual,738.598
2014-06-03,1112.3657101847398,-1744.92202901213,3839.9959488351747,741.336,Actual,741.336
2014-06-04,427.4410006599431,-2331.209078925447,2971.420472790823,456.272,Actual,456.272
2014-06-06,1729.1426506330597,-961.4237351617128,4486.093621008279,1374.0010000000002,Actual,1374.0010000000002
2014-06-07,1359.4875377374267,-1451.5472296816104,4258.208107450615,281.397,Actual,281.397
2014-06-08,1507.362455434425,-1242.5341368085894,4338.349062897064,2501.264,Actual,2501.264
2014-06-09,1643.2607560361066,-854.7123448593455,4465.269816990812,5463.008,Actual,5463.008
2014-06-10,1030.4138113106185,-1800.0225009135904,3702.3376420446007,491.55,Actual,491.55
2014-06-13,1626.8674497456527,-1178.5170622536791,4264.658532762087,14.52,Actual,14.52
2014-06-14,1254.804850331587,-1477.3540818154847,4105.730253549809,212.94,Actual,212.94
2014-06-15,1402.7243210772144,-1208.2247643934863,4216.867476116418,942.9739999999999,Actual,942.9739999999999
2014-06-16,1540.7196554674276,-1081.7285917466556,4524.484700994998,763.792,Actual,763.792
2014-06-17,931.4788961626809,-1787.4951997156318,3750.5000036327497,3418.5020000000004,Actual,3418.5020000000004
2014-06-18,242.22607219117194,-2455.9856900534573,3015.0294971204785,139.8,Actual,139.8
2014-06-20,1548.6324008196348,-1310.9562288791585,4152.163700946565,1828.9496,Actual,1828.9496
2014-06-21,1185.1680790513349,-1419.8537790444539,3776.646716302516,4107.443,Actual,4107.443
2014-06-22,1342.4193146654457,-1367.8365059163623,4047.7586246168394,1975.498,Actual,1975.498
2014-06-23,1489.9309040611727,-1278.5887072205333,4060.1699940025724,109.49600000000001,Actual,109.49600000000001
2014-06-24,889.7561661531737,-1730.2798218423181,3805.6179946796115,4.272,Actual,4.272
2014-06-25,209.17122396667884,-2466.3968065047443,2924.175331005551,792.76,Actual,792.76
2014-06-27,1532.188602547035,-1105.8565892015365,4136.328404116297,616.14,Actual,616.14
2014-06-28,1175.1748932471462,-1671.2779372226594,3816.4305340523615,1645.791,Actual,1645.791
2014-06-29,1338.025093556966,-1526.2172878728386,3962.556449428438,46.68,Actual,46.68
2014-06-30,1489.946817193444,-1168.9039856684853,4140.639601646557,739.624,Actual,739.624
2014-07-01,892.6006168772986,-1955.6186746989997,3556.224110206539,601.0239999999999,Actual,601.0239999999999
2014-07-02,213.57848790520072,-2603.2459172188314,3177.1558508356416,79.56,Actual,79.56
2014-07-04,1537.505947653663,-1117.7862544396937,4230.697044168908,247.40800000000002,Actual,247.40800000000002
2014-07-05,1178.9050756465724,-1594.8712822214559,3935.875231903902,1444.104,Actual,1444.104
2014-07-06,1339.5482799255394,-1391.6949086120933,3876.626929140822,1038.472,Actual,1038.472
2014-07-07,1488.550281900098,-1479.4115709050498,4191.0526796890645,241.19400000000002,Actual,241.19400000000002
2014-07-08,887.3963972162276,-1496.3129129030267,3733.4158608033167,763.0740000000001,Actual,763.0740000000001
2014-07-09,204.17963896148422,-2595.3041065553957,3130.7146442360977,265.521,Actual,265.521
2014-07-11,1520.6920718330052,-1352.058519503557,4148.649558465323,2187.206,Actual,2187.206
2014-07-12,1158.1115364781822,-1540.5571515751203,3691.1410511147474,1960.012,Actual,1960.012
2014-07-13,1315.3822400800661,-1346.3491030236141,4057.750640154547,351.216,Actual,351.216
2014-07-14,1461.5096847575358,-1248.4839807345195,4331.741414157548,292.594,Actual,292.594
2014-07-15,857.7488741729453,-1727.06501180555,3597.7624892579406,9.51,Actual,9.51
2014-07-18,1488.918979603046,-1426.0075433506056,4194.143737833265,273.04,Actual,273.04
2014-07-19,1126.9987408810437,-1616.2958840923359,3848.4978716767405,461.326,Actual,461.326
2014-07-20,1285.9905722708993,-1454.7655969005975,3913.784043963816,2285.786,Actual,2285.786
2014-07-21,1434.6064683649352,-1278.2335184152864,4269.289193512969,1961.482,Actual,1961.482
2014-07-22,833.6877515571664,-2081.0658182373254,3619.4391390386436,1348.344,Actual,1348.344
2014-07-23,151.9729373076373,-2583.94978384146,2854.643736522824,2613.1839999999997,Actual,2613.1839999999997
2014-07-25,1477.9111147496503,-1225.1622781416454,4166.422597442159,8341.289999999999,Actual,8341.289999999999
2014-07-26,1120.8500470234371,-1353.1965486331885,3897.0481849710527,5039.994,Actual,5039.994
2014-07-27,1285.1574919353466,-1471.279673022164,4052.3957362013807,580.06,Actual,580.06
2014-07-28,1439.1918241445085,-1563.6356237761975,4161.292286055662,193.152,Actual,193.152
2014-07-30,166.61930957138486,-2503.030465373701,2855.3660852468843,1367.84,Actual,1367.84
2014-08-01,1503.3994705048576,-1224.9349743205275,4310.811997431901,228.328,Actual,228.328
2014-08-02,1151.0288631664896,-1412.627307339544,3724.5436551743915,886.28,Actual,886.28
2014-08-03,1320.1144756342433,-1466.2465523312885,4029.214712099699,477.994,Actual,477.994
2014-08-04,1478.7983257919411,-1258.07949858858,4234.768143295356,2743.154,Actual,2743.154
2014-08-05,887.1894909853653,-1955.769967639259,3518.011338943556,2408.7239999999997,Actual,2408.7239999999997
2014-08-06,214.6643715113795,-2577.0040187455566,2890.1838013026927,262.89,Actual,262.89
2014-08-08,1561.6040167930119,-1194.3757246298399,4312.438544730012,3955.629,Actual,3955.629
2014-08-09,1214.310524182152,-1584.1430890834977,4045.3249962998925,3605.6850000000004,Actual,3605.6850000000004
2014-08-11,1554.3568993988004,-1217.45447382494,4198.236217969602,451.62,Actual,451.62
2014-08-12,969.6174928915461,-1515.4228057183218,3479.3756690834653,1832.38,Actual,1832.38
2014-08-15,1671.5800797829934,-896.9163943685542,4609.773006186537,842.7819999999999,Actual,842.7819999999999
2014-08-16,1335.4153670611895,-1440.6946569977135,4168.09541549216,853.092,Actual,853.092
2014-08-17,1522.8863214294286,-1255.4163878220645,4380.361549741355,500.342,Actual,500.342
2014-08-19,1131.5641928643263,-1562.2137443503068,3754.06327533527,1439.106,Actual,1439.106
2014-08-20,482.33199121344364,-2064.9880173889755,3251.880933705268,1838.722,Actual,1838.722
2014-08-22,1884.2011974546926,-948.7248141836193,4530.718188592872,23.104,Actual,23.104
2014-08-23,1566.1023446661127,-1184.544322854969,4078.25048277303,565.224,Actual,565.224
2014-08-24,1772.2503462060854,-1000.6888313213956,4646.376470377192,59.74,Actual,59.74
2014-08-25,1969.9012264727419,-766.9298080011926,4782.052366719372,1451.6499999999999,Actual,1451.6499999999999
2014-08-26,1417.912784771326,-1432.5381668194427,3875.239624366326,366.81,Actual,366.81
2014-08-27,786.3370252211538,-1912.9938750574531,3499.8084907049374,2070.13,Actual,2070.13
2014-08-29,2221.859994206375,-473.99174250712235,4697.992569774873,832.3225,Actual,832.3225
2014-08-30,1917.9304102369883,-670.4853941910925,4789.470118719192,121.24,Actual,121.24
2014-08-31,2136.5710099355956,-530.7370949497949,5040.48174009928,92.52,Actual,92.52
2014-09-01,2344.441196708922,-502.41990220430677,5147.583757894259,469.436,Actual,469.436
2014-09-02,1799.7209708718754,-1026.6073366307005,4466.952855784571,3254.15,Actual,3254.15
2014-09-03,1172.4756185737033,-1768.2334215106005,3741.660663779475,22.08,Actual,22.08
2014-09-05,2608.183856761588,-224.48026880439187,5287.744549560552,296.304,Actual,296.304
2014-09-06,2298.5653235976133,-435.2193421048582,4981.23299258653,100.36,Actual,100.36
2014-09-07,2508.0262707731977,-278.04964397742805,5132.568916922132,3523.875,Actual,3523.875
2014-09-08,2702.8858569628064,-51.56608319644805,5396.028841734048,14228.428,Actual,14228.428
2014-09-09,2140.9416812505674,-587.50775991073,4817.598263215863,4043.5879999999997,Actual,4043.5879999999997
2014-09-10,1492.6016336319544,-1279.4510860998612,4148.368968866988,1855.2279999999998,Actual,1855.2279999999998
2014-09-11,2609.038031183146,-112.55082498888949,5417.261867704846,127.95,Actual,127.95
2014-09-12,2876.297539537933,148.1419056589757,5602.808999782843,4904.66,Actual,4904.66
2014-09-13,2534.9907005732425,-148.86039472996129,5278.524038265678,1275.408,Actual,1275.408
2014-09-14,2709.872053443533,-45.67142409515651,5341.371927387295,5023.716,Actual,5023.716
2014-09-15,2867.322843391461,247.40101165724076,5610.824823587737,133.436,Actual,133.436
2014-09-16,2265.153964134933,-422.5692338771709,5013.512393195925,33.552,Actual,33.552
2014-09-17,1574.4979718004615,-1043.7307853090756,4216.803623689631,820.523,Actual,820.523
2014-09-19,2870.498030163923,168.55673605619302,5620.210015852947,9338.637,Actual,9338.637
2014-09-20,2483.6788302132054,-212.74142143707854,5169.495580840721,5335.968000000001,Actual,5335.968000000001
2014-09-21,2613.2017686886784,-246.37870613869939,5117.530595267496,2679.652,Actual,2679.652
2014-09-22,2725.734404649847,-94.30131352629434,5511.462575265793,1240.266,Actual,1240.266
2014-09-23,2079.2800857631782,-942.1426324251507,5030.208714654935,10662.337000000001,Actual,10662.337000000001
2014-09-24,1345.827402073232,-1303.0690284267914,3909.8911006123567,211.96,Actual,211.96
2014-09-25,2379.2721172997212,-442.45207948592906,5096.95693382431,354.88880000000006,Actual,354.88880000000006
2014-09-26,2564.1859922142316,-64.0639581069302,5264.795898298214,1480.614,Actual,1480.614
2014-09-27,2142.4002643345543,-657.77851301925,4701.666144495809,773.4399999999999,Actual,773.4399999999999
2014-09-28,2240.7122062778717,-343.8167658847481,5056.826713196758,490.29200000000003,Actual,490.29200000000003
2014-09-29,2325.9554948311297,-218.83465041247766,5090.287801402608,8109.07,Actual,8109.07
2014-09-30,1656.1581705535561,-979.7630962137749,4547.048163668237,987.532,Actual,987.532
2014-10-01,903.9519768439638,-1765.1825724467622,3550.9382435411753,4.71,Actual,4.71
2014-10-02,1924.3802127247359,-852.6777940062485,4479.223070612065,598.144,Actual,598.144
2014-10-03,2100.9989030719366,-593.9978761961058,4919.954686091472,862.683,Actual,862.683
2014-10-04,1675.910941879702,-1111.2966677299964,4383.621979778749,728.7479999999999,Actual,728.7479999999999
2014-10-05,1776.5402669556415,-918.2212349499791,4669.353829904479,191.9,Actual,191.9
2014-10-06,1869.5010820566658,-786.9288572191529,4590.866631209804,494.71,Actual,494.71
2014-10-07,1212.438889414989,-1398.0141934596372,4029.146012496679,237.35999999999999,Actual,237.35999999999999
2014-10-08,478.20451556948996,-2182.776511192959,3295.8315083266057,147.392,Actual,147.392
2014-10-09,1522.5528045699332,-1319.6450682070142,4317.832248336262,249.35999999999999,Actual,249.35999999999999
2014-10-10,1727.5811337740024,-859.5104601474757,4651.525764172992,2049.386,Actual,2049.386
2014-10-11,1335.219267231745,-1420.9866058739703,3910.825247528029,1381.164,Actual,1381.164
2014-10-12,1473.076213719961,-1318.694697938879,4113.555612259703,58.53,Actual,58.53
2014-10-13,1607.113365366087,-1132.744361738092,4230.365254864309,2212.182,Actual,2212.182
2014-10-14,994.1736406350941,-1686.2394079755481,3611.059150115517,4525.484,Actual,4525.484
2014-10-15,306.9251866113749,-2525.888032235698,2930.736869214485,206.72400000000002,Actual,206.72400000000002
2014-10-16,1401.4558305854948,-1380.6377954176944,4176.686137539596,194.322,Actual,194.322
2014-10-17,1658.0537607796973,-947.1155141814537,4389.535150419777,136.068,Actual,136.068
2014-10-18,1318.157778692088,-1491.95809133351,3985.192985207987,3134.916,Actual,3134.916
2014-10-19,1509.2813607682756,-1240.978801549722,4434.561872224848,641.104,Actual,641.104
2014-10-20,1696.4940195123877,-999.5371840464903,4542.451049509599,1501.104,Actual,1501.104
2014-10-21,1135.6425991714875,-1660.5903273636302,4050.104484570349,1356.602,Actual,1356.602
2014-10-22,499.0683646081763,-2288.3833440622066,3254.022538508764,223.808,Actual,223.808
2014-10-24,1946.1819430903074,-641.0231918605105,4602.613064511203,56.49,Actual,56.49
2014-10-25,1649.2820584051292,-1294.6883883413134,4334.535077651741,103.882,Actual,103.882
2014-10-26,1879.8998338881604,-692.7895998462434,4633.819365103984,447.88,Actual,447.88
2014-10-27,2102.354285531971,-426.3631736047023,4807.699847045366,22.32,Actual,22.32
2014-10-28,1571.6980766178026,-1262.6445769567738,4395.552107540564,1510.5819999999999,Actual,1510.5819999999999
2014-10-29,960.2072695772172,-1731.7799439252337,3730.0278643309152,2813.8120000000004,Actual,2813.8120000000004
2014-10-31,2442.365860553347,-196.9658710170154,5219.094760369135,5362.026,Actual,5362.026
2014-11-01,2153.9151922603623,-523.7861938500307,4882.2082130519275,4732.08,Actual,4732.08
2014-11-02,2387.3787713859942,-334.0396952437551,5278.802136664115,2126.37,Actual,2126.37
2014-11-03,2606.840407428052,-94.1111820767439,5390.80425750349,2784.163,Actual,2784.163
2014-11-04,2067.10826895408,-692.1895367756076,4741.856133227947,6693.7480000000005,Actual,6693.7480000000005
2014-11-05,1440.9694972113498,-1424.5389949589858,4094.8116629245364,1694.564,Actual,1694.564
2014-11-06,2586.4698636695152,-151.20192595818995,5603.184007627891,43.68,Actual,43.68
2014-11-07,2879.714729347037,112.01699117927788,5527.372763720996,1449.142,Actual,1449.142
2014-11-08,2562.1898334913144,-240.62767934401455,5101.20468967538,333.576,Actual,333.576
2014-11-09,2762.901871171884,-34.36883566835532,5449.184983259393,1574.094,Actual,1574.094
2014-11-10,2946.26489230876,190.09632205118444,5510.112293612225,2002.556,Actual,2002.556
2014-11-11,2367.373861719199,-249.02485241265563,5337.40988676996,8114.548,Actual,8114.548
2014-11-12,1700.0133098816275,-1228.060510824667,4441.156874346589,1054.7612,Actual,1054.7612
2014-11-14,3054.383359784307,372.6652618657351,5735.325548225214,1034.73,Actual,1034.73
2014-11-15,2694.0534708015894,25.498672482906674,5404.844474676139,1780.822,Actual,1780.822
2014-11-16,2853.090149407035,269.47655974280235,5608.840748277489,1355.9285,Actual,1355.9285
2014-11-17,2996.3590432687365,349.6350802265566,5702.935775441339,11544.274,Actual,11544.274
2014-11-18,2379.270134541411,-221.02927342568375,5140.9105133877665,3406.855,Actual,3406.855
2014-11-19,1676.5373653749537,-1051.9351594682087,4631.102950513139,7226.086,Actual,7226.086
2014-11-20,2749.2137260166937,40.107433762872375,5539.279488356373,907.5600000000001,Actual,907.5600000000001
2014-11-21,2972.1393049442463,304.1442632294779,5794.833849234469,1249.622,Actual,1249.622
2014-11-22,2588.145003122626,-326.1974288954732,5325.941649368315,1103.298,Actual,1103.298
2014-11-23,2728.309762963666,-2.7857737649071947,5454.607530431406,1363.28,Actual,1363.28
2014-11-24,2857.4263861318323,274.81277615446453,5595.7664093396,5578.606,Actual,5578.606
2014-11-25,2230.623734359176,-502.4818328767908,5068.248624032055,4415.695,Actual,4415.695
2014-11-26,1522.8885400019428,-1333.4075823636203,4156.520384433786,1705.99,Actual,1705.99
2014-11-27,2595.990570394493,-136.07885277956976,5472.224895305497,203.66,Actual,203.66
2014-11-28,2823.269089841055,276.3672996638025,5487.758665730072,2280.83,Actual,2280.83
2014-11-29,2447.295163894385,-367.3350429240114,5162.7596152090855,649.044,Actual,649.044
2014-11-30,2599.2062917161584,-141.86739148905252,5173.8997812087655,219.154,Actual,219.154
2014-12-01,2742.9825908878133,268.5174757864149,5471.407421926716,5624.39,Actual,5624.39
2014-12-02,2132.765132208097,-645.3260748475692,4907.835332032691,1771.808,Actual,1771.808
2014-12-03,1443.1568272890088,-1209.4401305984877,4208.266863753269,505.88,Actual,505.88
2014-12-04,2536.05388766689,-214.5809055787553,5070.924026170288,129.98,Actual,129.98
2014-12-05,2782.785819145407,299.47934641006105,5398.784624836107,2963.642,Actual,2963.642
2014-12-06,2425.249956280069,-389.27517521256044,5030.17804235917,1970.978,Actual,1970.978
2014-12-07,2594.335271113774,-223.48070773746633,5246.487771305509,548.4,Actual,548.4
2014-12-08,2753.01848722116,-24.06613761655277,5709.05436198463,1095.12,Actual,1095.12
2014-12-09,2154.385607832754,-489.55284547711443,4933.749636661131,1522.652,Actual,1522.652
2014-12-10,1472.7161945154955,-1289.2543187219194,4177.460193062598,573.336,Actual,573.336
2014-12-12,2816.5412188695013,165.91071192686013,5471.172287254484,4938.4045,Actual,4938.4045
2014-12-13,2453.3356344017734,44.37866302254564,5276.703740660363,293.152,Actual,293.152
2014-12-14,2611.8005687785944,-178.2243692841965,5131.975811074392,7641.658,Actual,7641.658
2014-12-15,2754.5676767867494,26.011854903814122,5309.967601863204,1264.466,Actual,1264.466
2014-12-16,2134.416541074664,-637.2579809007794,4749.921528007225,4394.187,Actual,4394.187
2014-12-17,1426.1262066233908,-1545.5454748938637,4072.4655310463004,45.534,Actual,45.534
